index_f,Nuovo ID,hallow_back,rilegatura_moderna,Colonna1,Collocazione,roman_converted,disambiguatore,numero_del_codice,numerazione_araba,numerazione_romana_alternativa,ulteriore_numerazione_arabaoromana,identificativo_parte,Spagnolo,note,titolo,materiale,datazione_i,datazione_i,datazione_f,lingua,fogli,altezza,ampiezza,rilegatura,tipo_rilegatura,materiale_rilegatura,palinsesto,testo_indistinto,danni_fuoco,cancro_pergamena,margini_danneggiati,danni_umidita,restaurato,anno_restauro,dorature,disegni,miniato,colori,rosso,blue,preferred_manifest_url
1259,m1217_0,,,,E 5 7,1217,_0,MCCXVII,,,,,838,,Ricettario chimico-farmaceutico,cartaceo,,,,,,200,135,,,,,,,,,,,,,,,,,,
1260,m1218_0,,,,E 5 8,1218,_0,MCCXVIII,,,,,838,,Sinopsis florae veronensis,cartaceo,,,,,331,171,115,rilegato,mezza pella,,,,,,,,,,,,,,,,
1261,m1219_0,,,,E 5 9,1219,_0,MCCXIX,,,,,838,,Collectio Sententiarum ex variis operibus medicorum,cartaceo,,,,,43,185,135,,,,,,,,,,,,,,,,,,
1262,m1220_0,,,,E 5 10,1220,_0,MCCXX,,,,,838,,Arte universal de la guerra del principe Raymundo Montecucoli theniente general de las armas del señor emperador,cartaceo,,,,,7,147,85,rilegato,"pelle scura, fermagli, taglio oro",,,,,,,,,,,,,,,,
1263,m1221_0,,,,E 5 11,1221,_0,MCCXXI,,,,,838,,Bartholomei Fatii ad quendam amicum suum De origine inter Gallos et Britanos historia incipit feliciter...,cartaceo,,,,,,155,105,,,,,,,,,,,,,,,,,,
1264,m1222_0,,,,E 5 12,1222,_0,MCCXXII,,,,,838,,Lucchi medico di Verona,cartaceo,,,,,28,212,141,rilegato,pelle scura,,,,,,,,,,,,,,,,
1265,m1223_0,,,,E 5 13,1223,_0,MCCXXIII,,,,,838,,Piccola cronaca dell'Ordine domenicano [dal] 1216 sino all'anno 1686,cartaceo,,,,,313,212,148,rilegato,cartoncino,,,,,,,,,,,,,,,,
1266,m1223A0,,,,E 5 14,1223,A0,MCCXXIII A,,,,,838,,Piccola cronaca dell'Ordine domenicano [dal] 1216 sino all'anno 1687,cartaceo,,,,,152,212,148,rilegato,cartoncino,,,,,,,,,,,,,,,,
1267,m1224_0,,,,E 5 16a,1224,_0,MCCXXIV,,,,,838,,Memorie di storia profana,cartaceo,1700,1701,1800,,,210,150,,,,,,,,,,,,,,,,,,
1268,m1225_0,,,,E 5 15,1225,_0,MCCXXV,,,,,838,,Memorie delle vite dei beati e beate dell'ordine Domenicano dei quali dalla Santa Sede è concesso uffizio e messa,cartaceo,,,,,256,215,148,rilegato,cartoncino,,,,,,,,,,,,,,,,
1269,m1226_0,,,,E 5 16,1226,_0,MCCXXVI,,,,,839,,Memorie di storia ecclesiastica - Prime carte: Il kalendario,cartaceo,,,,,,215,148,rilegato,cartoncino,,,,,,,,,,,,,,,,
1270,m1227_0,,,,E 5 17,1227,_0,MCCXXVII,,,,,839,,Kalendarium et Martyrologium - Kalendarium veronense ordinis Praedicatorum pro anno 1833 etc.,cartaceo,,,,,171,214,153,rilegato,cartoncino,,,,,,,,,,,,,,,,
1271,m1228_0,,,,E 5 18,1228,_0,MCCXXVIII,,,,,839,,Storia del Parlamento dell'Inghilterra,cartaceo,,,,,160,225,158,rilegato,cartoncino,,,,,,,,,,,,,,,,
1272,m1229_0,,,,E 5 19,1229,_0,MCCXXIX,,,,,839,,Picccola miscellanea,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,m1230_0,,,,E 5 20,1230,_0,MCCXXX,,,,,839,,Giornale dei commercianti,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,m1231_0,,,,E 5 21,1231,_0,MCCXXXI,,,,,839,,Piccola grammatica tedesca,cartaceo,,,,,,136,90,,,,,,,,,,,,,,,,,,
1275,m1232_0,,,,E 5 22,1232,_0,MCCXXXII,,,,,839,,Appunti di grammatica italiana,cartaceo,,,,,,141,104,,,,,,,,,,,,,,,,,,
1276,m1233_0,,,,E 5 23,1233,_0,MCCXXXIII,,,,,839,,Libro pel primo semestre scolastico delle scuole comunali di S. Sebastiano,cartaceo,,,,,,131,96,,,,,,,,,,,,,,,,,,
1277,m1234_0,,,,E 5 24,1234,_0,MCCXXXIV,,,,,839,,Due libretti di preghiere tedeschi,cartaceo,,,,,,,,rilegato,pelle con impressioni oro,,,,,,,,,,,,,,,,
1278,m1234A0,,,,E 5 25,1234,A0,MCCXXXIV A,,,,,839,,Due libretti di preghiere tedeschi,cartaceo,,,,,,,,rilegato,pelle con impressioni oro,,,,,,,,,,,,,,,,
1279,m1235_0,,,,E 5 26,1235,_0,MCCXXXV,,,,,839,,Prediga statta recitata nella chiesa parochiale di Sulzbach li 17 marzo 1793 dal reverendo padre perfect. Cappucino su le circostanze di tal tempo della guerra in Germania,cartaceo,,,,,32,160,96,,,,,,,,,,,,,,,,,,
1280,m1235A0,,,,E 5 27,1235,A0,MCCXXXV A,,,,,839,,Ordo et modus professionis faciendae...,cartaceo,,,,,6,189,133,,,,,,,,,,,,,,,,,,
1281,m1236_0,,,,E 5 28,1236,_0,MCCXXXVI,,,,,839,,Francesco Pona: Il gran contagio di Verona dell'anno M.DC.XXX descritto da Franc. Pona...,cartaceo,1726,1725,1727,,62,176,137,rilegato,cartoncino,,,,,,,,,,,,,,,,
1282,m1237_0,,,,E 5 29,1237,_0,MCCXXXVII,,,,,839,molto roso dai topi,Anatome phisiologica e filosofica,cartaceo,1800,1801,1900,,,130,88,rilegato,,,,,,,1,,,,,,,,,,
1283,m1238_0,,,,E 5 30,1238,_0,MCCXXXVIII,,,,,839,,Corsi don Giuseppe: La cattedrale di Verona.,cartaceo,,,,,166,207,164,rilegato,,,,,,,,,,,,,,,,,
1284,m1239_0,,,,[E 4 6 bis],1239,_0,MCCXXXIX,,,,,839-840,indicato in Suppl. Spagnolo come E 4 6,"Ex actibus Oliverii de Nuptiis, 1335; Ex Protocolo Leonardi de Codelupis, 1361-1376",,,,,,,,,,,,,,,,,,,,,,,,,,
1285,m1240_0,,,,E 4 7,1240,_0,MCCXL,,,,,840,a stampa,Capitolo e canonici di Verona,,1600,1601,1700,,,,,,,,,,,,,,,,,,,,,,
1286,m1241_0,,,,E 4 8,1241,_0,MCCXLI,,,,,840,,"Varia, scolastica e catechismo",,,,,,,,,,,,,,,,,,,,,,,,,,
1287,m1242_0,,,,E 4 9,1242,_0,MCCXLII,,,,,840,,"Istruzioni, filosofia, morale etc...",,,,,,,,,,,,,,,,,,,,,,,,,,
1288,m1243_0,,,,E 4 10,1243,_0,MCCXLIII,,,,,840,,"Missioni dei pp. Pinamonti, Scaramelli, Segneri",cartaceo,,,,,233,217,155,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
1289,m1244_0,,,,E 4 11,1244,_0,MCCXLIV,,,,,840,,"Maffei Scipione: Suggerimento per la perpetua presservazione della serenis.ma Repubblica Veneta atteso il presente stato di Italia, ed Europa proposto nell'anno 1736 dal sign. marchese Scipione Maffei",cartaceo,,,,,102,173,122,rilegato,pergamena,,,,,,,,,,,,,,,,
1290,m1245_0,,,,[V A 15 -16],1245,_0,MCCXLV,,,,,840,"probabilmente nelle buste V A 15, V A 16, in codici MCXLII MCXLIII riportato E 4 12, una copia dattiloscritta",Ecc. mons. de Besi Lodovico: Lettere alla madre dalla missione in Cina. 1833-1844,cartaceo,,,,,230,282,217,rilegato,mezza pergamena,,,,,,,,,,,,,,,,
1291,m1246_0,,,,E 4 13,1246,_0,MCCXLVI,,,,,840,,Benassuti Luigi (parroco di Cerea): Illustrazione del tesoro trovato in Isola Rizza nel Veronese addi 28 febbraio 1872,cartaceo,,,,,56,237,190,rilegato,cartoncino,,,,,,,,,,,,,,,,
1292,m1247_0,,,,E 4 14,1247,_0,MCCXLVII,,,,,840,,"Senza musica, Collectio orationum pro ecclesia cattedrali veronensi in expositione ss. Sacramenti",cartaceo,,,,,19,266,193,rilegato,seta con ricami d'argento,,,,,,,,,,,,,,,,
1293,m1248_0,,,,E 4 15,1248,_0,MCCXLVIII,,,,,840,,"Cartella. I quaderno: Ristretto di grammatica francese; II quaderno: Fraseologia francese e italiana; III quaderno: Libro di conti (Zamboni G.); IV, V e VI q.: Tavole appartenenti agli interessi (Zamboni Gius.)",cartaceo,,,,,,,,rilegato,quaderni e tavole,,,,,,,,,,,,,,,,
1294,m1249_0,,,,E 4 16,1249,_0,MCCXLIX,,,,,840,,E. Zamboni : Trattato di fisica,cartaceo,1859,1859,1860,,,255,185,,,,,,,,,,,,,,,,,,
1295,m1250_0,,,,E 4 17,1250,_0,MCCL,,,,,840,,Zopi: Physica Universa,cartaceo,1700,1701,1800,,241,230,185,,,,,,,,,,,,,,,,,,
1296,m1251_0,,,,E 4 18,1251,_0,MCCLI,,,,,840,,Gilardoni don Vincenzo: Scrittarelli fanciulleschi,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1297,m1252_0,,,,E 4 19,1252,_0,MCCLII,,,,,840,,Omelie parrochiali,cartaceo,,,,,,290,192,,,,,,,,,,,,,,,,,,
1298,m1253_0,,,,n.d.,1253,_0,MCCLIII,,,,,840,"Nella versione ms del Suppl. a Spagnolo Turrini distingue il sigillo dai manoscritti (VIII 2 8 manoscritti e VIII 2 7 sigillo); nel Suppl. Spagnolo è indicato come VI 4 1 su ""II p. VIII II 8"" depennato; si trova solo il sigillo",Manoscritti riguardanti il sigillo di Rodolfo I D'Asburgo,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,m1254_0,,,,[VI 4 5],1254,_0,MCCLIV,,,,,841,"in Suppl. Spagnolo VI 4 2 su ""II p. VII IV 7"" depennato","Cipolla Francesco e Carlo: Elementi per la formazione di un vacabolario della parlata della Giazza, raccolti in sito da Francesco e Carlo Cipolla",,,,,,,,,,schedine,,,,,,,,,,,,,,,,
1300,m1254b0,,,,[S 1],1254,b0,MCCLIV [bis],,,,,841,,"Cipolla Francesco e Carlo: Elementi per la formazione di un vacabolario della parlata della Giazza, raccolti in sito da Francesco e Carlo Cipolla",,,,,,,,,,schedine,,,,,,,,,,,,,,,,
1301,m1255_1,,,,[VI 4 6],1255,_1,MCCLV 1,,,,,841,in Suppl. Spagnolo VI 4 3 (non suddivise),Autografi diretti per la massima parte a C. Cipolla,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1302,m1255_2,,,,[VI 4 7],1255,_2,MCCLV 2,,,,,841,tre buste; in Suppl. Spagnolo VI 4 3 (non suddivise),Autografi diretti per la massima parte a C. Cipolla,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1303,m1255_3,,,,[VI 4 8],1255,_3,MCCLV 3,,,,,841,in Suppl. Spagnolo VI 4 3 (non suddivise),Autografi diretti per la massima parte a C. Cipolla,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1304,m1255A0,,,,[VI 4 9],1255,A0,MCCLV A,,,,,841,in Suppl. Spagnolo VI 4 3 (non suddivise),"Cipolla Carlo: Appunti, Mss. vari, Corrispondenza etc.",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1305,m1255b0,,,,[VII 4 1],1255,b0,MCCLV B,,,,,841,in Suppl. Spagnolo VI 4 3 (non suddivise),"Cipolla Carlo: Appunti, Mss. vari, Corrispondenza etc.",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1306,m1256A0,,,,[VII 4 2],1256,A0,MCCLVI A,,,,,841,in Suppl. Spagnolo VI 4 3 (non suddivise),"Cipolla Carlo: Appunti, Mss. vari, Corrispondenza etc.",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1307,m1256B0,,,,[VII 4 3],1256,B0,MCCLVI B,,,,,841,in Suppl. Spagnolo VI 4 3 (non suddivise),"Cipolla Carlo: Appunti, Mss. vari, Corrispondenza etc.",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1308,m1257A0,,,,[VII 4 4],1257,A0,MCCLVII A,,,,,841,A e B ora unite e non distinte come tali; conservata nella cartella originariamente destinata al CCLXXV; in Suppl. Spagnolo VI 4 5,Cipolla Carlo: Annotazioni sulla Divina commedia,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1309,m1257B0,,,,[VII 4 4],1257,B0,MCCLVII B,,,,,841,A e B ora unite e non distinte come tali; conservata nella cartella originariamente destinata al CCLXXV; in Suppl. Spagnolo VI 4 5.,Cipolla Carlo: Annotazioni sulla Divina commedia,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1310,m1257A1,,,,[VII 4 5],1257,A1,MCCLVII A[bis],,,,,841,in Suppl. Spagnolo VI 4 5 (non suddivise tra A e B),Cipolla Carlo: Manoscritti con note appunti fonti per la storia medioevale,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,m1258A0,,,,[VII 4 6],1258,A0,MCCLVIII A,,,,,841,A e B Ora in singola busta; in Suppl. Spagnolo VI 4 5 (non suddivise),Cipolla Francesco: Corrispondenza,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1312,m1258B0,,,,[VII 4 6],1258,B0,MCCLVIII B,,,,,841,A e B ora in singola busta; in Suppl. Spagnolo  VI 4 5 (non suddivise),Cipolla Francesco: Corrispondenza,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1313,m1259_0,,,,n.d.,1259,_0,MCCLIX,,,,,841,in Suppl. Spagnolo E 3 11 ma non reperito.,Cesari p. Antonio: Cinque lettere autografe e un sonetto pure autografo,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1314,m1260_0,,,,[VII 4 7],1260,_0,MCCLX,,,,,841,in Suppl. Spagnolo  VI 4 6,Manoscritti preghiere armeno,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1315,m1261_0,,,,[VII 4 8],1261,_0,MCCLXI,,,,,841,in Suppl. Spagnolo  VI 4 7,Giuliari sac. G. Batta Carlo: Brevi cenni intorno ai miei viaggi,cartaceo,1840,1825,1841,,,,,,,,,,,,,,,,,,,,,,
1316,m1262_0,,,"A stampa (Tacuinum sanitatis. Codex Vindobonensis 2396, 2005)",[VII 4 9],1262,_0,MCCLXII,,,,,841,facsimile a stampa; in Suppl. Spagnolo VI 4 8,Tacuinum Sanitatis in medicina,,1986,,1987,,,,,rilegato,,,,,,,,,,,,,,,,,
1317,m1263_0,,,"A stampa (facsimile del Codice mediceo laurenziano 34, Roma 1933)",[VII 4 10],1263,_0,MCCLXIII,,,,,841,facsimile a stampa; in Suppl. Spagnolo  VI 4 9,L'Orazio laurenziano già di Francesco Petrarca,,1933,,1934,,,,,rilegato,,,,,,,,,,,,,,,,,
1318,m1264_0,,,A stampa (1375 Egira; 1955 d.C),[VII 4 11],1264,_0,MCCLXIV,,,,,841,a stampa (1375 egira; 1955 d.C),Corano in lingua araba,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,m1265_0,,,,[VII 4 12],1265,_0,MCCLXV,,,,,841,,Bibbia tigrigna,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,m1266_0,,,,[VII 4 13],1266,_0,MCCLXVI,,,,,841,in Suppl. Spagnolo VI 4 12,Preghiere alla Madonna,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,m1267_0,,,"A stampa (Evangelium secundum Sanctum Johannem Aethiopice et Amharice, Londra 19..; Psalterium Davidis Aethiopice et Amharice, Basilea 1872)?",[VII 4 14],1267,_0,MCCLXVII,,,,,841,facsimile a stampa; in Suppl. Spagnolo  VI 4 13,Psalterium Davidis,,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
1322,m1268_0,,,,[VIII 3 1],1268,_0,MCCLXVIII,,,,,841,,Horae divae viriginis Mariae secundum usum romanum,membranaceo,1510,1509,1511,,106,,,,,,,,,,,,,,,,1,,,,
1323,m1269_0,,,,[VIII 3 2],1269,_0,MCCLXIX,,,,,841,,Officium romanum beate Virginis,cartaceo,1523,1522,1524,,130,,,rilegato,cartone ricpoerto di velluto con bordo oro,,,,,,,,,,,,,,,,
1324,m1270_0,,,,[VIII 3 3],1270,_0,MCCLXX,,,,,841,a stampa; in Suppl. Spagnolo VI 4 10,Officium romanum beate Virginis,membranaceo,1502,1501,1503,,88,,,rilegato,pergamena,,,,,,,,,,,1,1,1,,,
1325,m1271_0,,,"A stampa (Liber precationum quas Carolus Caluus imperator Hludouici Pij Caesaris filius sibi adolescenti pro quotidiano vsu ante annos vigintiquinque supra septigentos in vnum colligi, & literis scribi aureis mandauit, Ingolstadt 1583)",[VIII 3 4],1271,_0,MCCLXXI,,,,,842,a stampa; in Suppl. Spagnolo  VI 4 17,Liber precationum... in onorem serenissimi principi Maximiliani,cartaceo,1583,1582,1584,,175,,,rilegato,,,,,,,,,,,,1,1,,,,
1326,m1272_0,,,,[VIII 3 5],1272,_0,MCCLXXII,,,,,842,in cinese,Vita di Cristo,cartaceo,1600,1601,1700,cinese,,,,rilegato,,,,,,,,,,,,1,1,,,,
1327,m1273_0,,,,VIII 4 1-2,1273,_0,MCCLXXIII,,,,,842,due buste,Epistolario miscellaneo di  mons. G.B.Giulliari e famiglia,cartaceo,,,,,,,,fogli sciolti,fogli raccolti in busta,,,,,,,,,,,1,1,,,,
1328,m1274_0,,,"A stampa (Breviarium romanum ed decreto SS. Concilii Tridentini..., Milano-Venezia 1847)",[VIII 3 6],1274,_0,MCCLXXIV,,,,,842,a stampa; in Suppl. Spagnolo VIII 4 3,Breviarium romanum,cartaceo,1947,1946,1948,,227,,,rilegato,,,,,,,,,,,,,,,,,
1329,m1275_0,,,"A stampa (Ufficium Hebdomadae sanctae ... et Breviarii romani ab Urbano VIII. correcti, Venezia 1726)",[VIII 3 7],1275,_0,MCCLXXV,,,,,842,a stampa; in Suppl. Spagnolo VIII 4 4,Officium hebdomadae sanctae,cartaceo,1726,1725,1727,,415,,,rilegato,pelle con impressioni in oro,,,,,,,,,,,,,,,,
1330,m1276_0,,,"A stampa (Beatae Mariae Virginis Officium, Venezia 1740)",[VIII 3 8],1276,_0,MCCLXXVI,,,,,842,a stampa,Officum beatae Virginis,cartaceo,1740,1739,1741,,429,,,rilegato,pelle con impressioni in oro,,,,,,,,,,,,,,,,
1331,m1277_0,,,"A stampa (Breviarium romanum ed decreto SS. Concilii Tridentini..., Milano-Venezia 1847)",[VIII 3 9],1277,_0,MCCLXXVII,,,,,842,a stampa,Breviarium romanum,,1947,1946,1948,,,,,,cartone con bordi in velluto blue e piatti e dorso finemente incisi in oro,,,,,,,,,,,,,,,,
1332,m1278_0,,,,n.d.,1278,_0,MCCLXXVIII,,,,,842,"in Suppl. Spagnolo ""VIII 3 sulla destra""; non reperibile",Due dischi e due matrici per la lingua cimbrica,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,m1279_0,,,,n.d.,1279,_0,MCCLXXIX,,,,,842,"in Suppl. Spagnolo ""VIII 4 in alto"", ma non reperibile",A. Ferriguto: Manoscritti vari autografi,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,m1280_0,,,"A stampa (facsimile della Bibbia di Borso d'Este della biblioteca Estense di Modena, 1962)",[VII B 10],1280,_0,MCCLXXX,,,,,842,facsimile a stampa; in Suppl. Spagnolo IV 5 1-2,La bibbia di Borso D'Este,,1962,1961,1963,,,,,,,,,,,,,,,,,,,,,,
1335,m1281_0,,,"A stampa (facsimile del ms n. 3575 Bdella Biblioteca dell'Universita di Bologna, Sarajevo 1985)",[VIII 3 10],1281,_0,MCCLXXXI,,,,,842,facsimile a stampa,"Codex ""Christiani"" nomine Hval",cartaceo,1986,1985,1987,,360,,,rilegato,pelle con bordo e impressioni in oro,,,,,,,,,,,,,,,,
1336,m1282_0,,,"A stampa (facsimile del codice 40 della Biblioteca Capitolare di Benevento, Padova 1991)",[S 23],1282,_0,MCCLXXXII,,,,,842,facsimile a stampa,Cod. 40 biblioteca Capitolare di Benevento,cartaceo,1991,1991,1992,,,,,,,,,,,,,,,,,,,,,,
1337,m1283_0,,,,[VIII 3 14],1283,_0,MCCLXXXIII,,,,,842,in precedenza il numero di ms era assegnato a tre lettere di scipione Maffei,[Manoscritto copto],cartaceo,1704,1703,1755,,,,,,,,,,,,,,,,,,,,,,
1338,m1283_1,,,,[VIII 3 14],1283,_1,MCCLXXXIII,,,,,842,attualmente riunite nell'epistolario di Scipione Maffei.,Tre lettere di Scipione Maffei,cartaceo,1703,1703,1794,,,,,,,,,,,,,,,,,,,,,,
1339,m1284_0,,,,[Gal L 1 5],1284,_0,MCCLXXXIV,,,,,S 1,era in collocazione E B 22,"Agostino Ruffo, Lettere",cartaceo,,,,,,,,fogli sciolti,,,,,,,,,,,,,,,,,
1340,m1285_0,,,,[Gal L 1 6],1285,_0,MCCLXXXV,,,,,S 1-2; 1,"in parte a stampa, probabilmente parte del fondo Monga",Scritti di Francesco Personi,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1341,m1286_0,,,"A stampa (facsimile Verdun, Bibliothèque municipale 759. Missale,  Padova 1994)",[S 22],1286,_0,MCCLXXXVI,,,,,S,facsimile a stampa,Verdun Biblioteque municipale 759 Missale a cure di Nino Albarosa e Alberto Turco,cartaceo,1994,1994,1995,,,,,,,,,,,,,,,,,,,,,,
1342,m1286_b,,,,[Gal L 1 6],1286,_b,MCCLXXXVI [bis],,,,,S 3-9; 1,in S segnato come MCCLXXXVI,"Pietro Monga, Corrispondenza e memorie d'arte",cartaceo,,,,,,,,fogli sciolti,,,,,,,,,,,,,,,,,
1343,m1287_0,,,,[Gal L 1 7],1287,_0,MCCLXXXVII,,,,,S 10; 1,,Le vite dei pittori scultori architetti ed intagliatori veronesi,cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1344,m1288_0,,,,[Gal L 1 8],1288,_0,MCCLXXXVIII,,,,,S 11-16; 1,,"Francesco Personi, Corrispondenza",cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1345,m1289_0,,,,[Gal L 1 9],1289,_0,MCCLXXXIX,,,,,S 17-18; 1,,[Miscellanea Archivio Monga],cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1346,m1290_0,,,,[Gal L 1 10],1290,_0,MCCXC,,,,,S 19-22; 1,,[Stampe varie],cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1347,m1290_b,,,,[Gal L 1 11],1290,_b,MCCXC bis,,,,,,con sigili; in S segnato come MCCXC,[Archivio Monga],membranaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1348,m1291_0,,,,[Gal L 1 12],1291,_0,MCCXCI,,,,,S 23-30; 1,,[Archivio Righi],cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1349,m1292_0,,,,[Gal L 1 13],1292,_0,MCCXCII,,,,,S 31-37; 1,,[Archivio Righi],cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1350,mn.d._0,,,,[Gal L 2 1],n.d.,_0,n.d.,,,,,,,Opuscoli a stampa,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1351,m1293_0,,,,[Gal L 2 2],1293,_0,MCCXCIII,,,,,S 38-40; 1,,Manoscritti di Giuseppe Girardi di argomenti vari,cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1352,m1294_0,,,,[Gal L 2 3],1294,_0,MCCXCIV,,,,,S 43-44; 1,S 41-42 indica Corso di fisica di Giuseppe Girardi; S 1 Corso di Fisica di Giuseppe Girardi; Attestati e reliquie,Attestati e reliquie,cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1353,m1295_0,,,,[Gal L 2 4],1295,_0,MCCXCV,,,,,S 45-47; 2,,De re liturgica: manoscritti di monsignor P. Piacenza ,cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1354,m1296_0,,,,[Gal L 2 5],1296,_0,MCCXCVI,,,,,S 48-51; 2,,[Frammenti archivo dal 1500 al 1800],cartaceo,,,,,,,,raccolte di fascicoli,,,,,,,,,,,,,,,,,
1355,m1297_0,,,,[Gal L 2 6],1297,_0,MCCXCVII,,,,,S 52; 3,,Zibaldone,cartaceo,1800,1801,1900,,,,,rilegato,,,,,,,,,,,,,,,,,
1356,m1298_0,,,,[Gal L 2 7],1298,_0,MCCXCVIII,,,,,S 52; 3,,Commedia,cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
1357,m1299_0,,,,[Gal L 2 8],1299,_0,MCCXCIX,,,,,S 52; 3,,Catalogo della libraria di Albaré,cartaceo,1819,1819,1820,,,,,,,,,,,,,,,,,,,,,,
1358,m1300_0,,,,[Gal L 1 1],1300,_0,MCCC,,,,,S 52; 3,,[Miscellanea],cartaceo,1700,1701,1800,,278,,,rilegato,pergamena,,,,,,,,,,,,,,,,
1359,m1301_0,,,,[Gal L 1 2],1301,_0,MCCCI,,,,,S 53; 4,,Libro contabile,cartaceo,1697,1697,1698,,,,,rilegato,,,,,,,,,,,,,,,,,
1360,m1302_0,,,,[Gal L 1 3],1302,_0,MCCCII,,,,,S 53; 4,,Poesie di Vincenzo Vignola,cartaceo,,,,,268,,,rilegato,,,,,,,,,,,,,,,,,
1361,m1303_0,,,,[Gal L 2 9],1303,_0,MCCCIII,,,,,S 53; 4,,Scritti autografi di Antonio Cesari,cartaceo,1828,1828,1829,,,,,,,,,,,,,,,,,,,,,,
1362,m1304_0,,,,[Gal L 2 10],1304,_0,MCCCIV,,,,,S 53; 4,dattiloscritto,"Egidio Rossini, Carte Veronesi del decimo secolo",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1363,m1305_0,,,"A stampa (Regola delli cinque ordini d'architettura di M. Jac. Barozzo da Vignola, Bologna 1736)",[Gal L 2 11],1305,_0,MCCCV,,,,,S 54; 5,note manoscritte,Regole delli cinque ordini d'architettura di M. Jac. Barozzio da Vignola,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1364,m1306_0,,,"A stampa (G.B. Masson, Enciclopedia ad uso della gioventù, Milano 1813)",[Gal L 2 12],1306,_0,MCCCVI,,,,,S 54; 5,appendice manoscritta,Enciclopedia ad uso della gioventù ovvero principi di tutte le scienze di G.B. Masson,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,m1307_0,,,,[Gal L 2 13],1307,_0,MCCCVII,,,,,S 54; 5,,Fascicolo rilegato di fogli da disegno,cartaceo,1908,1908,1909,,,,,rilegato,,,,,,,,,,,,,,,,,
1366,m1308_0,,,,[Gal L 2 14],1308,_0,MCCCVIII,,,,,S 54; 5,,Fascicolo rilegato di fogli da disegno,cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1367,m1309_0,,,,[Gal L 2 15],1309,_0,MCCCIX,,,,,S 55-56; 6-7,,"Chiarelli Giovanni B., Trattato di fisica generale, volume I",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1368,m1309_1,,,,[Gal L 2 16],1309,_1,MCCCIX,,,,,S 55-56; 6-7,con disegni a colori,"Chiarelli Giovanni B., Trattato di fisica generale, volume II",cartaceo,,,,,,,,,,,,,,,,,,,,,,,,,
1369,m1310_0,,,,[Gal L 2 17],1310,_0,MCCCX,,,,,S 57; 8,,Albero genealogico e discendeza della famiglia dei conti Torri,cartaceo,,,,,,,,rilegato,pergamena,,,,,,,,,,,,,,,,
1370,m1311_0,,,,[Gal L 2 18],1311,_0,MCCCXI,,,,,S 57; 8,"stato conservativo cattivo, era in collocazione E B 20 ",Privilegia et iura D. Accolitorum. Fabrica et sacristiae ecclesiae Veronae,cartaceo,,,,,,,,rilegato,,,,,,,,,,,,,,,,,
